Booking_ID,Hotel_Type,Hotel_Location,Booking_Date,Arrival_Date,Lead_Time_Days,Weekend_Nights,Weekday_Nights,Adults,Children,Babies,Country,Market_Segment,Distribution_Channel,Is_Repeated_Guest,Previous_Cancellations,Previous_Bookings,Room_Type_Reserved,Room_Type_Assigned,Booking_Changes,Deposit_Type,Agent_ID,Days_In_Waiting_List,Customer_Type,Meal_Type,Total_Nights,ADR,Required_Car_Parking_Spaces,Total_Special_Requests,Satisfaction_Score,Reservation_Status,Is_Canceled,Reservation_Status_Date,Estimated_Revenue,Has_Company,Arrival_Month,Arrival_Year,Total_Guests
HTL012430,Resort Hotel,Algarve,2024-12-27,2025-03-21,84,3,1,1,3.0,0,Ind,Corporate,Corporate,0,0,0,G,G,0,No Deposit,138.0,2.5,Group,Hb,4.0,192.91,0,1,3.3,Canceled,1,2025-03-23,771.66,1,March,2025,4.0
HTL014449,Resort Hotel,Goa,2024-07-09,2025-02-09,215,3,2,2,0.0,0,Dnk,Direct,Direct,0,0,0,E,E,1,No Deposit,79.0,2.5,Transient,Hb,5.0,152.29,0,1,3.78,Canceled,1,2025-02-11,761.43,0,February,2025,2.0
HTL013055,City Hotel,Dubai,2025-11-29,2026-05-23,175,1,2,2,0.0,0,Aus,Online Ta,Ta/To,0,0,0,E,E,0,Non Refund,120.0,2.5,Transient,Undefined,3.0,132.77,0,2,4.15,Canceled,1,2026-05-24,398.32,0,May,2026,2.0
HTL015725,City Hotel,Barcelona,2024-12-29,2025-10-05,280,1,2,2,0.0,0,Sau,Online Ta,Ta/To,0,0,0,F,F,2,Non Refund,125.0,0.0,Contract,Hb,3.0,137.07,0,1,4.0,No-Show,1,2025-10-07,411.21,0,October,2025,2.0
HTL010523,Resort Hotel,Bali,2025-02-20,2025-02-22,2,0,7,2,0.0,2,Can,Online Ta,Ta/To,0,0,0,E,E,1,Non Refund,22.0,2.5,Group,Undefined,7.0,125.36,0,2,4.21,Canceled,1,2025-02-23,877.53,0,February,2025,4.0
HTL007630,Resort Hotel,Bali,2025-04-12,2025-04-22,10,3,4,2,1.0,0,Fra,Direct,Direct,1,0,12,E,E,2,No Deposit,143.0,1.0,Transient-Party,Sc,7.0,173.35,0,3,3.79,Check-Out,0,2025-04-26,1213.48,0,April,2025,3.0
HTL019842,City Hotel,London,2025-04-14,2026-03-27,347,1,3,4,1.0,0,Pol,Online Ta,Ta/To,0,0,0,H,G,0,No Deposit,139.0,0.0,Transient-Party,Bb,4.0,119.54,0,1,4.18,Check-Out,0,2026-03-29,478.17,0,March,2026,5.0
HTL013291,Resort Hotel,Maldives,2025-05-11,2025-11-28,201,0,6,3,0.0,0,Usa,Online Ta,Ta/To,1,0,6,G,G,0,No Deposit,85.0,0.0,Group,Hb,6.0,212.79,0,1,4.0,Canceled,1,2025-12-01,1276.75,0,November,2025,3.0
HTL006656,City Hotel,Lisbon,2024-07-15,2024-11-05,113,1,0,1,0.0,0,Sau,Online Ta,Ta/To,0,0,0,G,G,0,No Deposit,20.0,2.0,Transient-Party,Fb,1.0,117.24,1,0,4.15,Check-Out,0,2024-11-05,117.24,0,November,2024,1.0
HTL022954,City Hotel,Amsterdam,2025-11-23,2026-01-22,60,1,4,2,0.0,0,Usa,Corporate,Corporate,1,0,9,A,F,2,No Deposit,26.0,0.0,Contract,Bb,5.0,82.57,0,1,4.25,Check-Out,0,2026-01-22,412.86,1,January,2026,2.0
HTL017087,Resort Hotel,Maldives,2024-07-05,2025-04-05,274,1,2,2,0.0,0,Che,Offline Ta/To,Ta/To,0,0,0,F,F,2,No Deposit,118.0,2.5,Transient-Party,Bb,3.0,176.81,0,0,3.88,Check-Out,0,2025-04-06,530.42,0,April,2025,2.0
HTL021557,City Hotel,London,2025-09-20,2026-09-13,358,2,3,2,0.0,0,Gbr,Online Ta,Ta/To,0,0,0,E,E,1,Non Refund,21.0,0.0,Contract,Fb,5.0,117.11,0,0,3.76,Canceled,1,2026-09-15,585.57,0,September,2026,2.0
HTL015666,City Hotel,Lisbon,2025-04-06,2026-03-08,336,3,0,2,0.0,0,Swe,Corporate,Corporate,0,0,0,F,F,0,Non Refund,106.0,0.0,Contract,Bb,3.0,138.88,0,2,4.05,Canceled,1,2026-03-09,416.65,1,March,2026,2.0
HTL018783,Resort Hotel,Bali,2025-02-12,2025-05-22,99,0,7,2,0.0,0,Prt,Online Ta,Ta/To,1,0,8,H,H,0,Non Refund,175.0,1.0,Group,Bb,7.0,254.95,0,1,4.26,Canceled,1,2025-05-29,1497.9950000000001,0,May,2025,2.0
HTL009280,City Hotel,Dubai,2025-03-21,2025-08-28,160,3,0,2,0.0,0,Jpn,Direct,Direct,0,0,0,G,E,0,No Deposit,136.0,0.0,Contract,Fb,3.0,152.2,0,1,3.89,Canceled,1,2025-08-30,456.61,0,August,2025,2.0
HTL011956,City Hotel,Amsterdam,2025-01-14,2025-06-28,165,2,0,2,0.0,0,Aus,Online Ta,Ta/To,0,0,0,E,E,0,Non Refund,43.0,0.0,Transient,Hb,2.0,122.93,0,2,4.12,Canceled,1,2025-06-30,245.87,0,June,2025,2.0
HTL019044,City Hotel,London,2024-01-10,2024-11-17,312,3,2,2,0.0,0,Pol,Direct,Direct,0,0,0,A,A,0,Non Refund,26.0,0.0,Group,Hb,5.0,75.76,0,2,4.47,Canceled,1,2024-11-18,378.82,0,November,2024,2.0
HTL006165,Resort Hotel,Algarve,2024-10-17,2025-03-04,138,1,5,2,0.0,0,Usa,Online Ta,Ta/To,0,0,0,C,C,1,Non Refund,116.0,0.0,Transient,Fb,6.0,118.82,1,1,3.66,Canceled,1,2025-03-09,712.93,0,March,2025,2.0
HTL007428,City Hotel,Amsterdam,2024-04-03,2024-12-31,272,0,2,1,1.0,0,Deu,Direct,Direct,1,0,3,C,C,0,Non Refund,0.0,2.5,Transient-Party,Undefined,2.0,108.05,0,1,3.57,Canceled,1,2024-12-31,216.1,0,December,2024,2.0
HTL016530,City Hotel,Dubai,2025-12-21,2026-10-21,304,3,3,2,0.0,0,Usa,Corporate,Corporate,0,0,0,C,C,3,No Deposit,35.0,0.0,Transient,Bb,6.0,98.35,0,1,3.25,Check-Out,0,2026-10-24,590.1,1,October,2026,2.0
HTL011829,Resort Hotel,Algarve,2024-04-23,2024-10-28,188,0,4,2,0.0,0,Are,Offline Ta/To,Ta/To,0,0,0,B,B,0,Non Refund,115.0,0.0,Contract,Hb,4.0,113.3,1,0,4.01,Canceled,1,2024-10-30,453.19,0,October,2024,2.0
HTL020151,City Hotel,Barcelona,2024-08-22,2025-04-19,240,3,0,3,1.0,0,Usa,Online Ta,Ta/To,0,0,0,A,A,2,No Deposit,89.0,0.0,Group,Sc,3.0,75.5,0,1,4.09,Canceled,1,2025-04-19,226.5,0,April,2025,4.0
HTL006646,Resort Hotel,Algarve,2024-05-25,2024-06-24,30,0,1,1,0.0,0,Bra,Groups,Direct,0,0,0,A,A,1,Non Refund,155.0,2.5,Transient,Sc,1.0,119.53,1,1,4.21,Check-Out,0,2024-06-25,119.53,0,June,2024,1.0
HTL001621,Resort Hotel,Phuket,2025-03-16,2026-03-15,364,1,0,2,0.0,1,Can,Online Ta,Ta/To,0,0,0,B,B,1,Non Refund,157.0,0.0,Transient,Fb,1.0,102.89,0,1,4.13,Canceled,1,2026-03-16,102.89,0,March,2026,3.0
HTL011667,City Hotel,Amsterdam,2025-05-09,2025-09-27,141,0,5,2,0.0,0,Chn,Online Ta,Ta/To,0,0,0,E,G,0,No Deposit,145.0,2.5,Transient-Party,Hb,5.0,113.08,0,0,4.13,No-Show,1,2025-09-29,565.41,0,September,2025,2.0
HTL007752,City Hotel,Lisbon,2025-04-08,2025-05-06,28,0,1,2,0.0,0,Aus,Online Ta,Ta/To,1,0,5,H,H,0,No Deposit,9.0,0.0,Group,Undefined,1.0,146.77,0,0,3.95,Check-Out,0,2025-05-06,146.77,0,May,2025,2.0
HTL011075,City Hotel,London,2024-06-23,2024-10-20,119,3,3,2,0.0,0,Sau,Corporate,Corporate,1,3,3,E,E,0,No Deposit,7.0,0.0,Transient,Bb,6.0,143.49,0,0,3.87,Check-Out,0,2024-10-21,860.95,1,October,2024,2.0
HTL019982,City Hotel,Lisbon,2024-01-22,2024-09-13,235,0,3,2,0.0,0,Irl,Groups,Ta/To,1,0,2,F,F,1,Refundable,0.0,1.0,Transient-Party,Sc,3.0,111.35,0,3,3.63,Check-Out,0,2024-09-16,334.04,1,September,2024,2.0
HTL011517,Resort Hotel,Goa,2025-04-23,2026-01-29,281,0,6,2,1.0,0,Pol,Corporate,Corporate,1,1,8,D,D,0,Non Refund,87.0,0.0,Transient,Bb,6.0,138.64,0,1,4.27,Canceled,1,2026-02-04,831.83,1,January,2026,3.0
HTL022714,City Hotel,Barcelona,2025-06-26,2025-07-11,15,1,3,2,0.0,0,Che,Online Ta,Ta/To,0,0,0,B,B,0,Non Refund,128.0,0.0,Contract,Hb,4.0,107.44,0,0,3.12,Canceled,1,2025-07-14,429.77,0,July,2025,2.0
HTL003147,City Hotel,Dubai,2025-10-20,2025-12-22,63,2,4,2,1.0,0,Aus,Online Ta,Ta/To,0,0,0,B,B,0,No Deposit,172.0,0.0,Contract,Fb,6.0,133.34,0,3,4.31,Check-Out,0,2025-12-24,800.07,0,December,2025,3.0
HTL022352,City Hotel,Amsterdam,2025-06-28,2025-08-13,46,3,4,2,0.0,0,Fra,Online Ta,Ta/To,0,0,0,E,E,2,No Deposit,88.0,0.0,Transient-Party,Hb,7.0,153.62,0,1,3.73,Check-Out,0,2025-08-14,1075.34,0,August,2025,2.0
HTL004176,City Hotel,Lisbon,2025-09-13,2026-04-30,229,3,3,1,0.0,0,Ita,Offline Ta/To,Ta/To,1,1,5,H,H,1,No Deposit,129.0,0.0,Transient,Bb,6.0,164.12,0,0,4.16,Canceled,1,2026-04-30,984.74,0,April,2026,1.0
HTL002028,City Hotel,Amsterdam,2025-04-15,2025-07-12,88,3,0,2,2.0,0,Nld,Offline Ta/To,Ta/To,0,0,0,D,D,2,Non Refund,156.0,1.0,Transient,Hb,3.0,117.01,0,1,3.9,Canceled,1,2025-07-12,351.03,0,July,2025,4.0
HTL018044,Resort Hotel,Goa,2025-04-04,2025-09-08,157,0,2,2,0.0,0,Gbr,Online Ta,Ta/To,0,0,0,A,A,1,Non Refund,42.0,0.0,Transient,Sc,2.0,118.33,1,1,3.56,Canceled,1,2025-09-09,236.66,0,September,2025,2.0
HTL016695,Resort Hotel,Maldives,2024-08-27,2025-02-16,173,1,2,4,1.0,0,Swe,Offline Ta/To,Ta/To,0,0,0,B,B,0,Non Refund,55.0,0.0,Transient,Hb,3.0,119.54,0,2,3.89,Canceled,1,2025-02-16,358.63,0,February,2025,5.0
HTL000394,City Hotel,Lisbon,2025-10-09,2025-11-18,40,0,3,1,0.0,0,Ita,Online Ta,Ta/To,0,0,0,A,A,1,No Deposit,155.0,0.0,Transient,Fb,3.0,80.62,0,2,4.11,Canceled,1,2025-11-18,241.85,0,November,2025,1.0
HTL004148,City Hotel,Dubai,2024-06-15,2024-10-13,120,3,2,2,0.0,0,Aus,Offline Ta/To,Ta/To,0,0,0,A,A,0,Non Refund,49.0,2.5,Transient-Party,Undefined,5.0,89.01,0,4,4.78,Canceled,1,2024-10-16,445.07,0,October,2024,2.0
HTL001200,City Hotel,Lisbon,2025-02-11,2025-10-22,253,2,0,2,0.0,0,Can,Direct,Direct,1,1,12,D,D,0,No Deposit,138.0,0.0,Group,Fb,2.0,121.99,0,4,4.3,Canceled,1,2025-10-23,243.99,0,October,2025,2.0
HTL012771,City Hotel,Barcelona,2025-03-24,2026-01-04,286,3,0,2,1.0,0,Deu,Online Ta,Ta/To,0,0,0,G,G,2,Non Refund,46.0,0.0,Group,Undefined,3.0,145.89,0,2,3.86,Canceled,1,2026-01-05,437.67,0,January,2026,3.0
HTL015561,Resort Hotel,Algarve,2025-05-22,2025-09-14,115,1,0,2,2.0,0,Can,Online Ta,Ta/To,0,0,0,F,F,1,Non Refund,72.0,1.0,Group,Fb,1.0,206.69,2,0,3.76,Canceled,1,2025-09-14,206.69,0,September,2025,4.0
HTL002765,City Hotel,Amsterdam,2025-05-15,2026-01-03,233,0,1,3,0.0,0,Usa,Direct,Direct,0,0,0,E,E,0,No Deposit,55.0,2.5,Group,Sc,1.0,114.5,1,0,3.5,Check-Out,0,2026-01-03,114.5,0,January,2026,3.0
HTL005578,City Hotel,Dubai,2025-12-22,2026-09-28,280,2,2,3,0.0,0,Swe,Online Ta,Ta/To,0,0,0,H,H,0,Non Refund,146.0,2.0,Transient-Party,Sc,4.0,169.76,0,3,4.34,Canceled,1,2026-10-01,679.04,0,September,2026,3.0
HTL000988,City Hotel,Amsterdam,2025-10-27,2025-11-20,24,1,0,4,1.0,0,Deu,Offline Ta/To,Ta/To,0,0,0,E,E,1,Non Refund,19.0,0.0,Group,Sc,1.0,101.59,0,2,4.29,Canceled,1,2025-11-20,101.59,0,November,2025,5.0
HTL017799,City Hotel,Barcelona,2024-07-18,2025-01-13,179,3,2,2,0.0,0,Bra,Corporate,Corporate,0,0,0,D,D,0,Non Refund,63.0,0.0,Group,Hb,5.0,59.41,0,0,3.78,Canceled,1,2025-01-14,297.05,1,January,2025,2.0
HTL017479,Resort Hotel,Bali,2024-12-24,2025-07-26,214,3,1,2,0.0,0,Aus,Direct,Direct,1,0,4,C,C,1,No Deposit,65.0,0.0,Transient-Party,Bb,4.0,157.86,0,2,3.67,Check-Out,0,2025-07-30,631.43,0,July,2025,2.0
HTL001832,City Hotel,Barcelona,2024-04-20,2025-01-25,280,2,0,3,1.0,0,Can,Groups,Direct,0,0,0,D,D,0,Non Refund,52.0,0.0,Group,Undefined,2.0,86.56,0,2,4.04,Canceled,1,2025-01-27,173.12,1,January,2025,4.0
HTL023519,City Hotel,Lisbon,2024-04-03,2024-06-29,87,3,1,2,0.0,0,Are,Online Ta,Ta/To,0,0,0,E,E,0,Non Refund,148.0,0.0,Group,Undefined,4.0,151.78,2,2,3.29,Canceled,1,2024-07-03,607.14,0,June,2024,2.0
HTL013178,City Hotel,Dubai,2025-06-05,2026-05-22,351,1,0,2,0.0,0,Can,Groups,Direct,0,0,0,E,E,0,Non Refund,139.0,0.0,Transient,Undefined,1.0,119.37,0,2,3.93,No-Show,1,2026-05-23,119.37,1,May,2026,2.0
HTL008733,City Hotel,Dubai,2024-05-06,2025-01-04,243,1,2,2,0.0,0,Jpn,Offline Ta/To,Ta/To,1,0,12,H,H,0,Non Refund,148.0,0.0,Transient-Party,Bb,3.0,129.8,1,2,4.1,Check-Out,0,2025-01-04,389.39,0,January,2025,2.0
HTL008536,Resort Hotel,Algarve,2025-06-22,2026-02-20,243,2,2,2,0.0,0,Jpn,Groups,Corporate,0,0,0,F,F,0,Non Refund,39.0,1.0,Transient,Hb,4.0,151.67,0,1,4.22,Check-Out,0,2026-02-21,606.68,1,February,2026,2.0
HTL014008,Resort Hotel,Phuket,2024-01-20,2024-10-03,257,1,3,2,0.0,0,Pol,Online Ta,Ta/To,0,0,0,A,A,0,Non Refund,102.0,0.0,Transient-Party,Undefined,4.0,107.24,0,1,2.87,Canceled,1,2024-10-04,428.97,0,October,2024,2.0
HTL019553,City Hotel,London,2024-11-30,2025-03-24,114,2,3,2,0.0,0,Ita,Online Ta,Ta/To,0,0,0,A,A,1,No Deposit,121.0,0.0,Transient-Party,Hb,5.0,69.52,1,3,4.42,Canceled,1,2025-03-25,347.61,0,March,2025,2.0
HTL014887,Resort Hotel,Maldives,2024-07-08,2024-11-02,117,1,2,2,0.0,0,Deu,Online Ta,Ta/To,1,0,5,C,C,0,No Deposit,74.0,0.0,Group,Fb,3.0,141.9,0,1,3.92,Check-Out,0,2024-11-03,425.71,0,November,2024,2.0
HTL019556,Resort Hotel,Goa,2025-10-26,2026-03-06,131,3,4,2,1.0,0,Bel,Online Ta,Ta/To,0,0,0,A,A,0,Non Refund,76.0,0.0,Contract,Fb,7.0,112.23,0,0,3.43,Canceled,1,2026-03-13,785.62,0,March,2026,3.0
HTL003837,Resort Hotel,Bali,2024-05-24,2024-06-10,17,2,2,2,0.0,0,Ita,Offline Ta/To,Ta/To,0,0,0,H,H,1,No Deposit,84.0,0.0,Transient,Hb,4.0,263.84124999999995,0,4,3.65,Check-Out,0,2024-06-11,1122.85,0,June,2024,2.0
HTL023878,City Hotel,Amsterdam,2025-11-29,2026-03-08,99,1,5,4,0.0,1,Bra,Groups,Ta/To,0,0,0,C,C,0,No Deposit,56.0,0.0,Transient,Bb,6.0,61.98,0,0,3.18,Canceled,1,2026-03-14,371.89,1,March,2026,5.0
HTL015585,Resort Hotel,Bali,2025-01-12,2025-03-08,55,1,4,4,2.0,0,Jpn,Offline Ta/To,Ta/To,1,0,5,A,A,0,No Deposit,134.0,1.0,Contract,Fb,5.0,92.32,0,0,4.31,No-Show,1,2025-03-11,461.59,0,March,2025,6.0
HTL020588,City Hotel,Dubai,2025-01-12,2025-04-11,89,2,1,2,1.0,0,Deu,Online Ta,Ta/To,0,0,0,H,H,0,No Deposit,95.0,0.0,Transient-Party,Hb,3.0,182.89,0,0,2.86,Check-Out,0,2025-04-13,548.68,0,April,2025,3.0
HTL009021,City Hotel,Barcelona,2025-07-02,2026-02-03,216,2,5,2,0.0,0,Nor,Online Ta,Ta/To,1,0,11,E,E,3,Non Refund,37.0,0.0,Transient-Party,Sc,7.0,116.37,1,1,4.48,Canceled,1,2026-02-09,814.56,0,February,2026,2.0
HTL016005,Resort Hotel,Goa,2025-03-19,2025-06-18,91,0,4,3,0.0,0,Prt,Online Ta,Ta/To,0,0,0,D,D,2,No Deposit,162.0,0.0,Contract,Undefined,4.0,193.48,0,1,3.51,Canceled,1,2025-06-20,773.91,0,June,2025,3.0
HTL007943,City Hotel,Unknown,2024-07-15,2025-04-29,288,2,0,3,0.0,0,Can,Offline Ta/To,Ta/To,0,0,0,H,H,0,Refundable,74.0,0.0,Transient-Party,Sc,2.0,170.41,1,4,4.3,Check-Out,0,2025-04-30,340.82,0,April,2025,3.0
HTL010140,City Hotel,Amsterdam,2025-05-19,2026-04-11,327,2,1,2,2.0,0,Ind,Corporate,Corporate,0,0,0,F,F,0,Non Refund,72.0,0.0,Contract,Unknown,3.0,129.39,0,1,3.76,Canceled,1,2026-04-11,388.17,1,April,2026,4.0
HTL023267,City Hotel,Amsterdam,2025-11-30,2026-10-01,305,2,1,2,0.0,0,Bra,Corporate,Corporate,1,0,10,A,A,0,Non Refund,14.0,0.0,Group,Fb,3.0,89.63,0,2,3.37,Canceled,1,2026-10-02,268.9,1,October,2026,2.0
HTL020217,City Hotel,Dubai,2024-12-07,2025-03-23,106,0,1,3,0.0,0,Usa,Corporate,Corporate,0,0,0,H,D,1,No Deposit,176.0,0.0,Contract,Bb,1.0,144.76,1,1,4.0,Check-Out,0,2025-03-24,144.76,1,March,2025,3.0
HTL007946,City Hotel,Lisbon,2025-10-17,2026-03-26,160,0,5,2,0.0,0,Deu,Online Ta,Ta/To,0,0,0,B,B,0,Non Refund,19.0,2.5,Transient-Party,Hb,5.0,35.0,0,5,3.86,Canceled,1,2026-03-29,175.0,0,March,2026,2.0
HTL018708,Resort Hotel,Algarve,2024-10-18,2025-05-25,219,3,1,2,0.0,0,Can,Online Ta,Ta/To,0,0,0,A,H,0,Non Refund,61.0,0.0,Transient,Bb,4.0,127.16,0,2,4.58,No-Show,1,2025-05-26,508.62,0,May,2025,2.0
HTL023009,Resort Hotel,Algarve,2025-05-20,2026-03-25,309,1,3,3,0.0,0,Bel,Direct,Direct,1,0,1,E,E,0,Non Refund,140.0,0.0,Contract,Sc,4.0,136.16,0,1,3.19,Canceled,1,2026-03-25,544.63,0,March,2026,3.0
HTL018704,Resort Hotel,Bali,2025-10-26,2026-06-10,227,0,4,2,0.0,0,Aus,Offline Ta/To,Ta/To,0,0,0,D,D,0,Non Refund,31.0,0.0,Group,Undefined,4.0,184.8,0,1,3.56,No-Show,1,2026-06-14,739.21,0,June,2026,2.0
HTL004006,City Hotel,Barcelona,2024-07-01,2025-01-21,204,0,5,3,1.0,0,Bel,Direct,Direct,0,0,0,F,F,0,Non Refund,158.0,1.0,Transient,Hb,5.0,108.16,0,0,4.03,Canceled,1,2025-01-23,540.79,0,January,2025,4.0
HTL011135,Resort Hotel,Phuket,2025-03-06,2026-01-08,308,2,0,2,0.0,0,Bel,Offline Ta/To,Ta/To,0,0,0,A,A,0,Non Refund,112.0,0.0,Transient,Undefined,2.0,105.02,2,1,3.72,Canceled,1,2026-01-09,210.04,0,January,2026,2.0
HTL008419,Resort Hotel,Goa,2024-07-27,2025-01-23,180,0,5,2,0.0,0,Nor,Corporate,Corporate,1,0,10,A,A,0,No Deposit,169.0,0.0,Contract,Bb,5.0,94.69,0,2,3.28,Check-Out,0,2025-01-27,473.45,1,January,2025,2.0
HTL013578,Resort Hotel,Phuket,2025-06-08,2026-05-21,347,2,2,1,0.0,0,Swe,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,157.0,2.5,Group,Sc,4.0,122.0,0,0,3.56,Canceled,1,2026-05-22,488.02,0,May,2026,1.0
HTL004470,City Hotel,London,2024-08-17,2024-09-21,35,3,1,2,0.0,0,Fra,Groups,Direct,0,0,0,A,G,1,Non Refund,47.0,0.0,Transient-Party,Bb,4.0,45.71,0,1,4.74,Canceled,1,2024-09-25,182.83,0,September,2024,2.0
HTL002445,Resort Hotel,Phuket,2025-03-25,2026-03-22,362,0,4,2,0.0,0,Jpn,Online Ta,Ta/To,1,0,12,D,A,3,Non Refund,32.0,2.0,Group,Sc,4.0,121.4,0,3,4.05,Canceled,1,2026-03-23,485.6,0,March,2026,2.0
HTL002316,City Hotel,Lisbon,2025-07-03,2025-10-11,100,2,2,4,0.0,0,Irl,Direct,Direct,0,0,0,H,C,3,No Deposit,52.0,0.0,Transient-Party,Bb,4.0,172.08,0,1,3.77,Check-Out,0,2025-10-12,688.31,0,October,2025,4.0
HTL007340,City Hotel,Barcelona,2024-10-25,2024-12-25,61,2,1,2,0.0,0,Deu,Online Ta,Ta/To,1,0,8,E,E,0,No Deposit,42.0,2.0,Transient-Party,Fb,3.0,145.08,1,1,3.89,No-Show,1,2024-12-27,435.23,0,December,2024,2.0
HTL014030,Resort Hotel,Phuket,2025-07-24,2025-09-13,51,2,3,2,0.0,0,Nld,Offline Ta/To,Ta/To,0,0,0,F,F,0,No Deposit,168.0,0.0,Transient-Party,Fb,5.0,185.21,0,1,3.66,Canceled,1,2025-09-14,926.07,0,September,2025,2.0
HTL021773,City Hotel,Lisbon,2025-07-24,2025-08-16,23,0,3,2,1.0,0,Nld,Direct,Direct,0,0,0,F,F,0,Non Refund,50.0,0.0,Transient,Hb,3.0,154.49,0,0,3.71,Canceled,1,2025-08-18,463.47,0,August,2025,3.0
HTL013612,City Hotel,Lisbon,2025-03-28,2025-11-21,238,2,0,1,1.0,0,Nor,Online Ta,Ta/To,1,0,10,E,E,0,Non Refund,28.0,2.0,Group,Sc,2.0,116.29,0,2,3.28,Canceled,1,2025-11-23,232.58,0,November,2025,2.0
HTL007113,City Hotel,Amsterdam,2025-05-09,2025-11-11,186,0,1,2,0.0,0,Usa,Offline Ta/To,Ta/To,1,0,1,A,A,0,No Deposit,166.0,2.5,Group,Sc,1.0,88.08,0,3,3.81,Canceled,1,2025-11-12,88.08,0,November,2025,2.0
HTL016390,Resort Hotel,Algarve,2024-10-10,2025-07-06,269,0,1,4,0.0,1,Nld,Online Ta,Ta/To,0,0,0,B,B,0,Non Refund,106.0,1.0,Transient-Party,Sc,1.0,192.69,0,1,4.57,Canceled,1,2025-07-06,192.69,0,July,2025,5.0
HTL020114,City Hotel,Amsterdam,2025-05-17,2025-11-07,174,1,2,2,0.0,0,Usa,Offline Ta/To,Ta/To,1,0,4,G,G,3,Non Refund,91.0,0.0,Group,Undefined,3.0,153.84,0,0,4.43,Canceled,1,2025-11-09,461.53,0,November,2025,2.0
HTL008330,City Hotel,Barcelona,2025-07-13,2025-12-24,164,0,2,2,0.0,0,Chn,Online Ta,Ta/To,0,0,0,A,A,0,Non Refund,101.0,0.0,Contract,Sc,2.0,91.71,0,0,4.45,Canceled,1,2025-12-24,183.42,0,December,2025,2.0
HTL022354,City Hotel,Dubai,2024-09-05,2025-01-28,145,3,4,2,2.0,0,Aus,Direct,Direct,0,0,0,A,A,2,No Deposit,132.0,2.5,Group,Hb,7.0,70.46,0,1,3.61,Canceled,1,2025-01-28,493.19,0,January,2025,4.0
HTL019051,Resort Hotel,Maldives,2024-12-04,2025-08-10,249,2,4,2,0.0,0,Che,Online Ta,Ta/To,0,0,0,A,A,0,Non Refund,67.0,0.0,Group,Bb,6.0,123.09,0,1,3.36,Canceled,1,2025-08-15,738.54,0,August,2025,2.0
HTL011141,Resort Hotel,Maldives,2025-08-30,2026-06-16,290,2,4,2,1.0,0,Che,Online Ta,Ta/To,1,3,1,E,E,0,No Deposit,175.0,2.5,Contract,Bb,6.0,205.73,0,2,3.26,Canceled,1,2026-06-19,1234.36,0,June,2026,3.0
HTL017424,Resort Hotel,Phuket,2024-02-10,2024-12-16,310,2,6,1,1.0,0,Ita,Direct,Direct,0,0,0,A,A,0,No Deposit,62.0,0.0,Group,Fb,8.0,186.29,0,0,3.48,Canceled,1,2024-12-16,1490.31,0,December,2024,2.0
HTL018574,Resort Hotel,Algarve,2024-10-24,2025-06-20,239,2,6,3,2.0,0,Irl,Offline Ta/To,Ta/To,0,0,0,E,E,0,No Deposit,69.0,0.0,Transient,Sc,8.0,240.2,1,1,4.16,No-Show,1,2025-06-23,1497.9950000000001,0,June,2025,5.0
HTL019989,City Hotel,London,2024-05-04,2025-01-08,249,3,2,4,2.0,0,Esp,Corporate,Corporate,0,0,0,A,A,1,No Deposit,50.0,0.0,Transient-Party,Sc,5.0,58.61,0,1,3.82,Canceled,1,2025-01-08,293.06,1,January,2025,6.0
HTL015676,City Hotel,Dubai,2024-02-10,2024-11-25,289,1,0,2,1.0,0,Ita,Online Ta,Ta/To,0,0,0,G,G,3,No Deposit,19.0,2.5,Contract,Hb,1.0,131.09,0,0,3.73,Check-Out,0,2024-11-25,131.09,0,November,2024,3.0
HTL023794,Resort Hotel,Goa,2025-09-07,2026-06-02,268,1,0,2,0.0,0,Bel,Offline Ta/To,Ta/To,0,0,0,A,B,0,Non Refund,135.0,0.0,Group,Fb,1.0,176.13,0,0,3.1,No-Show,1,2026-06-02,176.13,0,June,2026,2.0
HTL000292,Resort Hotel,Phuket,2024-04-20,2024-09-19,152,1,0,2,0.0,0,Prt,Online Ta,Ta/To,0,0,0,E,E,2,No Deposit,158.0,0.0,Transient-Party,Bb,1.0,184.28,1,1,4.4,Check-Out,0,2024-09-20,184.28,0,September,2024,2.0
HTL012030,Resort Hotel,Algarve,2025-08-16,2026-01-14,151,3,4,2,0.0,0,Swe,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,7.0,1.0,Group,Hb,7.0,151.09,0,0,4.04,Check-Out,0,2026-01-17,1057.63,0,January,2026,2.0
HTL014033,Resort Hotel,Goa,2024-04-19,2024-06-09,51,0,2,2,0.0,0,Irl,Offline Ta/To,Ta/To,0,0,0,D,D,0,Non Refund,89.0,0.0,Contract,Sc,2.0,178.53,1,2,4.71,Canceled,1,2024-06-10,357.05,0,June,2024,2.0
HTL012707,City Hotel,Lisbon,2025-03-24,2025-05-21,58,1,3,3,0.0,0,Prt,Offline Ta/To,Ta/To,0,0,0,B,G,0,No Deposit,47.0,0.0,Group,Sc,4.0,65.56,0,2,3.59,Canceled,1,2025-05-25,262.25,0,May,2025,3.0
